student_id,synthetic_age,enrollment_type,academic_year,major_category,gpa_direction,credit_hours_current,semesters_enrolled,expected_total_semesters,remaining_semesters,monthly_inflow_mean,cash_flow_cv,aid_disbursement_flag,aid_amount,estimated_tuition,estimated_living_cost,synthetic_debt_load,campus_employment,gig_income_flag,bill_payment_rate,savings_behavior,subscription_count,prior_delinquency,application_week,semester_phase,academic_calendar_flag,ecs,gdi,acr,cfri,opr,tgb,spra,sei,default_probability,default_flag,credit_bin,synthetic_anomaly_flag
STU_002313,21.914127366544523,Full-time,2,Business,Stable,13.337205809775355,4,8,4,993.400601750586,0.7317760266110439,0,0.0,4636.584513026948,6660.379808251078,6640.010083077058,0,1,0.8795029425611108,Sporadic,3,0,9,Early,1,0.5,0.0,0.3517407237905492,0.2682239733889561,0.8795029425611108,0.1828694891003066,0.3288595278760843,0.3258703618952746,0.0341207668070181,0,12-15 (Full),0
STU_016846,22.0878134285535,Full-time,3,Arts,Stable,16.36530853400586,5,8,3,2834.8033677651592,0.129814131641988,1,4725.615888426093,8071.488861645554,3797.356687442614,12767.085152183656,0,1,0.6724155966278518,Sporadic,0,0,6,Late,1,0.625,0.0,1.353529228520538,0.870185868358012,0.6724155966278518,0.1466248295826155,0.1502009736684396,0.864264614260269,0.004611354574088,0,15+ (Overload),0
STU_006106,23.41313664745979,Full-time,2,Business,Stable,17.825958679712613,4,8,4,530.2469788376152,0.1647576637462559,1,6628.374724292047,6700.134876347567,3990.67075695993,5113.118166562597,0,0,0.8811371232920268,Sporadic,2,0,10,Early,1,0.5,0.0,0.8184006837037267,0.835242336253744,0.8811371232920268,0.1884640625782856,0.1015619285108943,0.5592003418518633,0.0042067015990475,0,15+ (Overload),0
STU_018083,20.706157123057505,Full-time,2,STEM,Stable,15.014206812128954,3,8,5,959.216042828584,0.067825962944451,1,3527.061133595871,8437.075925098241,5858.21153094245,5245.230446444734,0,1,0.9264986077782026,No Savings,2,0,5,Mid,1,0.375,0.0,0.5151295717245943,0.9321740370555488,0.9264986077782026,0.2091890269507962,0.0491808028443196,0.3700647858622971,0.0062460170779591,0,15+ (Overload),0
STU_011336,19.745985414301465,Part-time,2,Business,Declining,7.005579995025979,3,10,7,1475.7727702078228,0.2106574129119267,0,0.0,7062.319353187247,4216.933077728132,6813.071246074252,1,0,0.8544474109436473,Sporadic,5,0,4,Mid,1,0.3,-1.0,0.5233583623548906,0.7893425870880733,0.8544474109436473,0.2355841852186159,0.1279287418816765,0.1516791811774453,0.0881135766888905,0,6-11 (Half),0
STU_017678,22.0880076587759,Full-time,2,STEM,Stable,13.306825636962673,4,8,4,1197.8937255510452,0.1292938381086918,1,4802.023387530291,7557.931765907541,4902.10121524454,8884.379750220476,0,0,0.7406543703043661,No Savings,2,2,3,Mid,1,0.5,0.0,0.7699496706185627,0.8707061618913081,0.7406543703043661,0.1770137649789954,0.7295212241521669,0.5349748353092814,0.0413024437431134,0,12-15 (Full),0
STU_001093,22.80973317854657,Full-time,2,STEM,Improving,13.303671886595687,4,8,4,824.8920129972275,0.5823903021587858,1,2319.2387768709814,11110.81066586898,4044.281508683584,3486.926431974236,1,0,0.8921485629948203,Sporadic,3,0,4,Mid,1,0.5,1.0,0.3707537218608689,0.4176096978412141,0.8921485629948203,0.197306061384597,0.2653115519650683,0.5353768609304345,0.003432344730545,0,12-15 (Full),0
STU_008365,23.07958559621256,Full-time,3,Business,Improving,12.085113817823828,6,8,2,679.0546498651202,0.2012037843748803,0,0.0,8509.519319503586,6539.358820426267,1174.1627591204744,0,1,0.4815179341838282,No Savings,3,0,7,Mid,0,0.75,1.0,0.1804930955121111,0.7987962156251196,0.4815179341838282,0.155409127518896,0.2360261334948036,0.5152465477560555,0.0204022384778631,0,12-15 (Full),0
STU_018551,22.888740555577016,Full-time,2,STEM,Improving,13.783859042035632,3,8,5,647.231611867571,0.2701538307490629,1,3365.371174174103,6646.6495083159,5090.177473927327,7246.65189481665,0,1,0.8576209176089719,Sporadic,2,0,2,Mid,0,0.375,1.0,0.5073174914014418,0.729846169250937,0.8576209176089719,0.201583283099783,0.1507752570169336,0.5661587457007209,0.0052770434342133,0,12-15 (Full),0
STU_011424,20.884368777551405,Full-time,1,Business,Improving,17.010215867448,1,8,7,1450.819456724135,0.2602506909068539,1,4312.77925039635,6352.179009026,5040.604023134176,4206.181994792562,1,0,0.7999493293633468,Consistent Saver,4,0,9,Mid,0,0.125,1.0,0.8879355508427333,0.7397493090931461,0.7999493293633468,0.249197614573335,0.1641154775537375,0.6814677754213667,0.0030398427821268,0,15+ (Overload),0
STU_006758,22.385625705020416,Full-time,3,STEM,Improving,13.824095436200496,5,8,3,521.1227196087473,0.297558075239982,1,3935.356285252169,9254.541736189263,4449.248901793131,9247.928110227356,0,0,0.9486380980628796,Sporadic,3,0,6,Late,1,0.625,1.0,0.4392833576282262,0.702441924760018,0.9486380980628796,0.1518018446959595,0.1344318006771289,0.6071416788141131,0.0051036381918608,0,12-15 (Full),0
STU_012894,20.112201776926288,Full-time,3,Business,Stable,14.712385399770012,6,8,2,1719.53252196681,0.2496226543501379,0,0.0,6961.814030472422,6159.978286077825,19025.53378416384,0,1,0.7686548059254666,Consistent Saver,4,1,2,Mid,0,0.75,0.0,0.5241761126787532,0.7503773456498621,0.7686548059254666,0.1114936090390616,0.4692526199624151,0.4870880563393766,0.0511473240280591,0,12-15 (Full),0
STU_017447,20.808901480285773,Part-time,2,STEM,Improving,9.0,4,12,8,1655.3951182578303,0.2032394934354401,1,5502.147447818023,8952.335503489125,6755.110532290188,16299.157954580558,1,0,0.7725643763879465,No Savings,3,0,8,Mid,0,0.3333333333333333,1.0,0.7718459062812139,0.7967605065645599,0.7725643763879465,0.2265429856534858,0.1495264844577921,0.6859229531406069,0.0036425547779992,0,6-11 (Half),0
STU_011824,23.727928590348604,Part-time,4,STEM,Declining,9.0,7,10,3,1581.1575053375022,0.3160873706164346,1,5817.414668403942,11861.94376048148,3974.715876448138,1736.045539174423,1,0,0.9967086200953515,No Savings,5,0,10,Mid,1,0.7,-1.0,0.7667049092499173,0.6839126293835653,0.9967086200953515,0.1858318134515854,0.1274223622179684,0.3933524546249586,0.0079344478652833,0,6-11 (Half),0
STU_004773,22.662057881913547,Full-time,2,Business,Declining,15.703050919297278,4,8,4,1170.630717269869,0.1309010776449923,1,4022.607916062204,6500.600892690831,6128.908429054125,4767.399139087955,1,0,0.6893617382629914,Sporadic,0,0,1,Mid,1,0.5,-1.0,0.6892691207055489,0.8690989223550076,0.6893617382629914,0.1900215340245709,0.1455519095790995,0.2946345603527744,0.0099950665926205,0,15+ (Overload),0
STU_018883,20.75218913053025,Full-time,3,STEM,Declining,13.040987526112234,5,8,3,1763.7361122103368,0.5490951676712083,1,4951.579008616952,11849.186010115884,5482.432031804299,4862.715855470501,1,0,0.9238600841292272,Consistent Saver,4,0,2,Mid,0,0.625,-1.0,0.6927525998102417,0.4509048323287917,0.9238600841292272,0.1632940561164287,0.2424800418297151,0.3338762999051208,0.0147317520075989,0,12-15 (Full),0
STU_007701,23.10535343988935,Full-time,1,STEM,Stable,14.963497197163198,1,8,7,1549.1433817665118,0.0489003698663755,0,0.0,10724.33959266084,5638.4190520362135,9634.083235703672,0,0,0.8883708841351398,Sporadic,1,0,1,Mid,0,0.125,0.0,0.3786998061646697,0.9510996301336244,0.8883708841351398,0.2266874372355607,0.0530488827060083,0.2268499030823348,0.0155771430289198,0,12-15 (Full),0
STU_005019,21.779584998558924,Full-time,2,Arts,Improving,14.540563435241792,4,8,4,1033.5786308391775,0.4150630893359756,1,5514.008951005988,8849.214252659363,6566.437217589577,5222.567137865147,0,0,0.691095359465535,No Savings,4,1,4,Late,1,0.5,1.0,0.6258784127925598,0.5849369106640243,0.691095359465535,0.1879978951686049,0.5586966278947298,0.66293920639628,0.0265059332251435,0,12-15 (Full),0
STU_001475,20.087183036451968,Full-time,3,STEM,Stable,15.81398354719636,5,8,3,1032.3398767816998,0.272478626337587,1,6351.45117900548,7902.222191114312,3827.5677247252233,5354.083046211071,0,0,0.9038292132782388,Sporadic,2,0,10,Early,1,0.625,0.0,0.8935207502718634,0.7275213736624129,0.9038292132782388,0.1614635934205201,0.1378426865515632,0.6342603751359317,0.0027098921356581,0,15+ (Overload),0
STU_004967,19.808966164425232,Full-time,1,STEM,Improving,13.57380045604537,1,8,7,1180.5542435268037,0.3424787065578234,1,4417.170166927063,11695.268637918043,6122.290796502427,5402.766980676116,1,1,0.8495388275924743,Consistent Saver,2,0,5,Late,1,0.125,1.0,0.5129427054627105,0.6575212934421766,0.8495388275924743,0.2419403665927605,0.182129834345387,0.4939713527313552,0.0153055330112674,0,12-15 (Full),0
STU_006242,19.80936522677239,Full-time,1,Humanities,Stable,16.984595007682984,2,8,6,1037.7731940053222,0.3049665052469722,1,5921.809863370843,7499.770565552542,4399.2685680987815,4112.18558174623,0,0,0.8950288898375662,No Savings,2,0,6,Late,1,0.25,0.0,0.8465307598581848,0.6950334947530278,0.8950288898375662,0.2338285410265352,0.153477935147519,0.4982653799290924,0.016496800972815,0,15+ (Overload),0
STU_000475,24.46094188430231,Part-time,4,Arts,Improving,9.0,7,12,5,878.6468214605151,0.1397822147213747,1,2547.51081061401,8498.66941309033,5452.138504088503,8122.139879636834,1,1,0.8771204790031764,Sporadic,3,0,3,Late,0,0.5833333333333334,1.0,0.4345338372117708,0.8602177852786252,0.8771204790031764,0.1990297176875984,0.0927767421875969,0.5922669186058854,0.0027451447114777,0,6-11 (Half),0
STU_019607,19.883724391915894,Full-time,1,Business,Declining,15.932619230153536,2,8,6,1849.708114815827,0.1272121643558554,0,0.0,5783.161114684587,6704.688048336466,2926.879773691367,0,0,0.7531984464072465,Consistent Saver,3,1,10,Early,0,0.25,-1.0,0.5924825294313042,0.8727878356441445,0.7531984464072465,0.2437862573073922,0.4249253318201682,0.1712412647156521,0.1638464111166937,1,15+ (Overload),0
STU_003317,21.40297127178967,Full-time,2,Business,Stable,13.118862208799577,4,8,4,1076.328636592215,0.3164671501426639,1,2030.6726737529896,4701.54062354463,4687.90961943556,6178.198071765571,1,1,0.903736053847912,Consistent Saver,6,1,7,Mid,0,0.5,0.0,0.6747985298562934,0.6835328498573361,0.903736053847912,0.1843794567778275,0.4554660439026919,0.4873992649281466,0.0232275812622631,0,12-15 (Full),0
STU_002715,22.16176872738456,Full-time,3,STEM,Improving,12.0,5,8,3,1186.182858367719,0.1711248693342874,1,5759.8656812836825,6292.095425542388,5027.992026877344,12472.776220583864,0,1,0.7720034776974866,No Savings,4,0,12,Mid,0,0.625,1.0,0.9279607740582554,0.8288751306657126,0.7720034776974866,0.1469873761879224,0.136848904424469,0.8514803870291276,0.0005692718667814,0,12-15 (Full),0
STU_008919,18.412676052733843,Full-time,1,Business,Stable,18.147007796315595,2,8,6,2305.898598346509,0.1771213358371128,0,0.0,9361.559346665766,6266.600075949927,4247.814484137951,1,0,0.9876148539343154,Sporadic,2,0,1,Late,1,0.25,0.0,0.590190702818047,0.8228786641628872,0.9876148539343154,0.2329205267743176,0.0745640781545504,0.3700953514090235,0.0358132417387595,0,15+ (Overload),0
STU_005702,21.109114147153655,Full-time,2,Arts,Stable,15.189405824693534,3,8,5,1388.2417912251522,0.3450501832212646,1,4254.633539695935,9071.822769881044,4606.789535180405,3498.6156800066697,1,1,0.8730516475798885,Consistent Saver,4,0,8,Mid,0,0.375,0.0,0.7170026085882609,0.6549498167787353,0.8730516475798885,0.2195673762334722,0.1761045790145393,0.4710013042941304,0.012833605602846,0,15+ (Overload),0
STU_005949,18.49982586777944,Part-time,1,STEM,Improving,8.874913924471432,2,12,10,1113.2576754659765,0.4422623201101343,0,0.0,11159.26175182507,4088.6720270047663,3780.028447053128,0,1,0.9802592642923144,Consistent Saver,5,0,9,Mid,1,0.1666666666666666,1.0,0.2920415819254458,0.5577376798898657,0.9802592642923144,0.2910861444408532,0.1828271487563594,0.3960207909627229,0.0091878002605164,0,6-11 (Half),0
STU_004060,21.07337845397727,Full-time,4,Humanities,Improving,16.450054353981056,7,8,1,1597.324817695299,0.4698232491870164,1,2063.390764227622,6341.499285883656,3622.889702302799,8049.08881241555,0,0,0.9101669652352696,Consistent Saver,3,0,8,Mid,1,0.875,1.0,0.8482898494860177,0.5301767508129835,0.9101669652352696,0.0770725443933195,0.2148792101042256,0.8866449247430088,0.0042315432019721,0,15+ (Overload),0
STU_019104,23.48395157378816,Part-time,2,STEM,Improving,8.587504410397452,3,12,9,1484.6447318071437,0.5175304965153555,0,0.0,9665.576101172015,6939.582010353498,4390.489808907968,1,0,0.9010046147100226,Sporadic,5,0,7,Mid,0,0.25,1.0,0.3576345908508183,0.4824695034846444,0.9010046147100226,0.2745282871605526,0.2367108141931354,0.4538172954254091,0.0108660649601811,0,6-11 (Half),0
STU_010629,23.17559728902531,Full-time,3,Humanities,Stable,16.930551576642404,5,8,3,857.6838181387142,0.4308539698359401,0,0.0,5795.4404303729125,3867.5122763204663,3418.343516256123,1,0,0.757576452255994,Sporadic,5,0,6,Mid,1,0.625,0.0,0.3550400562530373,0.5691460301640598,0.757576452255994,0.1703649540342806,0.2450686522575778,0.3650200281265187,0.033981125831712,0,15+ (Overload),0
